3.00E+02	1.52E+00
3.10E+02	1.32E+00
3.20E+02	7.87E-01
3.30E+02	3.92E-01
3.40E+02	2.57E-01
3.50E+02	2.21E-01
3.60E+02	1.93E-01
3.70E+02	1.91E-01
3.80E+02	2.01E-01
3.90E+02	1.88E-01
4.00E+02	1.73E-01
4.10E+02	1.73E-01
4.20E+02	1.68E-01
4.30E+02	1.59E-01
4.40E+02	1.58E-01
4.50E+02	1.53E-01
4.60E+02	1.43E-01
4.70E+02	1.35E-01
4.80E+02	1.31E-01
4.90E+02	1.30E-01
5.00E+02	1.30E-01
5.10E+02	1.30E-01
5.20E+02	1.30E-01
5.30E+02	1.30E-01
5.40E+02	1.29E-01
5.50E+02	1.25E-01
5.60E+02	1.21E-01
5.70E+02	1.19E-01
5.80E+02	1.19E-01
5.90E+02	1.21E-01
6.00E+02	1.24E-01
6.10E+02	1.27E-01
6.20E+02	1.31E-01
6.30E+02	1.35E-01
6.40E+02	1.38E-01
6.50E+02	1.40E-01
6.60E+02	1.40E-01
6.70E+02	1.40E-01
6.80E+02	1.40E-01
6.90E+02	1.40E-01
7.00E+02	1.42E-01
7.10E+02	1.44E-01
7.20E+02	1.47E-01
7.30E+02	1.48E-01
7.40E+02	1.48E-01
7.50E+02	1.47E-01
7.60E+02	1.45E-01
7.70E+02	1.44E-01
7.80E+02	1.42E-01
7.90E+02	1.42E-01
8.00E+02	1.42E-01
8.10E+02	1.43E-01
8.20E+02	1.44E-01
8.30E+02	1.46E-01
8.40E+02	1.48E-01
8.50E+02	1.50E-01
8.60E+02	1.53E-01
8.70E+02	1.57E-01
8.80E+02	1.61E-01
8.90E+02	1.65E-01
9.00E+02	1.70E-01
9.10E+02	1.75E-01
9.20E+02	1.80E-01
9.30E+02	1.86E-01
9.40E+02	1.91E-01
9.50E+02	1.96E-01
9.60E+02	2.01E-01
9.70E+02	2.05E-01
9.80E+02	2.09E-01
9.90E+02	2.13E-01
1.00E+03	2.16E-01
1.01E+03	2.19E-01
1.02E+03	2.22E-01
1.03E+03	2.25E-01
1.04E+03	2.28E-01
1.05E+03	2.31E-01
1.06E+03	2.34E-01
1.07E+03	2.37E-01
1.08E+03	2.39E-01
1.09E+03	2.42E-01
1.10E+03	2.45E-01
1.11E+03	2.47E-01
1.12E+03	2.49E-01
1.13E+03	2.52E-01
1.14E+03	2.54E-01
1.15E+03	2.56E-01
1.16E+03	2.59E-01
1.17E+03	2.62E-01
1.18E+03	2.67E-01
1.19E+03	2.72E-01
1.20E+03	2.79E-01
